,知识点
6591,['利用数轴比较大小']
6592,['有理数的分类']
6593,['实数比较大小——直接估算法']
6594,['分式有、无意义的条件']
6595,['直线、射线和线段数条数计数']
6596,['一元一次方程的应用——水费、电费问题']
6597,['解多元一次方程组']
6598,['一元一次方程的应用——几何问题']
6599,['含参一元一次方程解的情况']
6600,['同类项的识别']
6601,['完全平方公式的计算——整式的']
6602,['一般三角形全等的判定法则']
6603,['利用零点分段法化简绝对值']
6604,['集合的运算']
6605,['倍长中线']
6606,['借助数轴化简绝对值']
6607,['点的对称——关于x轴']
6608,['利用等边对等角解题']
6609,['用平方差公式分解因式——二项式的']
6610,['解含参的一元一次不等式']
6611,['根据条形统计图读取数据并计算']
6612,['判断哪些调查适用抽样调查或全面调查']
6613,['幂的混合运算']
6614,['构造平行线解决平行线间折线问题']
6615,['不等式同解问题']
6616,['垂线段最短']
6617,['立方和公式应用']
6618,['有理数的加减混合运算']
6619,['倍长中线']
6620,['算式的规律']
6621,['与折叠相关的角度计算']
6622,['等腰三角形的基本概念']
6623,['用待定系数法解决多项式整除、因式问题']
6624,['代数式整体思想求值']
6625,['角的度数计算']
6626,['用完全平方公式分解因式——基础']
6627,['利用题设条件化简绝对值']
6628,['二元一次方程组的基本应用']
6629,['利用平行线间距离等证面积相等']
6630,['不定方程的应用']
6631,['一元一次方程的应用——水费、电费问题']
6632,['实数与数轴']
6633,['数列的规律']
6634,['二元一次方程的解']
6635,['有理数的加减混合运算']
6636,['实数比较大小——直接估算法']
6637,['用方程描述实际问题中的相等关系']
6638,['有理数的乘除法混合运算']
6639,['垂线段最短']
6640,['直接整式的加减']
6641,['有理数大小比较']
6642,['利用三边关系求取值范围——只一边未知']
6643,['利用等边对等角解题']
6644,['方程的解']
6645,['判断哪些调查适用抽样调查或全面调查']
6646,['根据坐标描点、根据点写坐标']
6647,['利用平行线间距离等证面积相等']
6648,['用方程描述实际问题中的相等关系']
6649,['平方差公式的特点']
6650,['平方差公式的特点']
6651,['对顶角相等相关计算']
6652,['一元一次方程的应用——行程追及问题']
6653,['求一个数的平方根']
6654,['简单绝对值方程']
6655,['复合数字的整除特征']
6656,['利用零点分段法化简绝对值']
6657,['等比数列的求和公式']
6658,['不等式的基本性质和变形']
6659,['利用不等式性质比较大小']
6660,['乘方的计算']
6661,['和系整除特征']
6662,['等腰三角形三线合一']
6663,['直线、射线、线段的基本概念']
6664,['利用三边关系求取值范围——只一边未知']
6665,['借助数轴化简绝对值']
6666,['一元一次不等式（组）的实际应用']
6667,['解二元一次方程组——代入消元法']
6668,['数轴上的简单平移']
6669,['一元一次方程的应用——行程追及问题']
6670,['统计数据的数字特征']
6671,['利用题设条件化简绝对值']
6672,['利用题设条件化简绝对值']
6673,['多项式/单项式']
6674,['一元一次不等式的识别']
6675,['实数简单混合运算']
6676,['数列的规律']
6677,['不等式的基本性质和变形']
6678,['利用三边关系求取值范围——只一边未知']
6679,['一元一次不等式（组）的实际应用']
6680,['与几何综合相关的规律']
6681,['基本图形递推']
6682,['不等式的基本性质和变形']
6683,['直接换元法']
6684,['实数简单混合运算']
6685,['对顶角相等相关计算']
6686,['内外角分线有关的三个模型']
6687,['用完全平方公式分解因式——基础']
6688,['实数简单混合运算']
6689,['一元一次方程的应用——行程追及问题']
6690,['因式分解的概念']
6691,['平行线的判定']
6692,['简单绝对值方程']
6693,['含参一元一次方程的同解问题']
6694,['飞镖模型倒角']
6695,['垂直平分线的性质']
6696,['截长补短']
6697,['两坐标轴夹角平分线上点的坐标特征']
6698,['最简分式的识别']
6699,['二元一次方程的识别']
6700,['二元一次方程组解的情况']
6701,['一元一次方程的应用——行程问题']
6702,['求一个数的立方根']
6703,['手拉手模型']
6704,['用待定系数法解决多项式整除、因式问题']
6705,['平方差公式的几何背景']
6706,['整式的恒等变形——整体思想']
6707,['逆用完全平方公式的计算']
6708,['实数比较大小——直接估算法']
6709,['科学记数法——表示较大的数']
6710,['完全平方公式的计算——平方差完全平方混用']
6711,['等比数列的求和公式']
6712,['基本追及问题']
6713,['单项式×多项式']
6714,['借助数轴化简绝对值']
6715,['数列的规律']
6716,['均值不等式']
6717,['含参一元一次方程解的情况']
6718,['单项式/单项式']
6719,['利用平方差公式进行计算——二项式']
6720,['根据坐标描点、根据点写坐标']
6721,['单项式×单项式']
6722,['与几何综合相关的规律']
6723,['一般三角形全等的判定法则']
6724,['平行线的性质与判定']
6725,['新定义型题目——定义新运算']
6726,['解含参的一元一次不等式']
6727,['直接整式的加减']
6728,['利用平行线间距离等证面积相等']
6729,['利用零点分段法化简绝对值']
6730,['因式分解的概念']
6731,['根据三视图计算立方体的个数']
6732,['解多个单层绝对值方程']
6733,['解一元一次不等式组']
6734,['实数简单混合运算']
6735,['含参一元一次方程解的情况']
6736,['利用平方差公式进行计算——二项式']
6737,['利用数轴比较大小']
6738,['一元一次不等式（组）的实际应用']
6739,['根据题意列函数关系式']
6740,['简单绝对值方程']
6741,['不等式的识别']
6742,['实数的分类']
6743,['等式的基本性质']
6744,['超常-质数与合数']
6745,['一元一次方程的应用——销售问题']
6746,['利用等边对等角解题']
6747,['手拉手模型']
6748,['利用题设条件化简绝对值']
6749,['根据不等式组的解集求参数']
6750,['用同角（等角）的补角或余角相等']
6751,['均值不等式']
6752,['一元一次方程的应用——水费、电费问题']
6753,['分数裂差']
6754,['根据立体图形识别三视图']
6755,['三角形内角和定理综合']
6756,['平方差公式的几何背景']
6757,['等腰三角形三线合一']
6758,['借助数轴化简绝对值']
6759,['含参一元一次方程解的情况']
6760,['常见几何体的展开图']
6761,['乘方的计算']
6762,['有理数的加减混合运算']
6763,['利用平方差公式进行计算——二项式']
6764,['逆用幂的乘方与积的乘方']
6765,['数轴上点的距离']
6766,['完全平方公式的计算——整式的']
6767,['求解一元一次不等式']
6768,['有理数的混合运算']
6769,['有理数的应用']
6770,['含参一元一次方程的同解问题']
6771,['求一个数的相反数']
6772,['分式的混合运算']
6773,['内外角分线有关的三个模型']
6774,['根据不等式的解集求参数']
6775,['一元一次不等式（组）的实际应用']
6776,['有理数大小比较']
6777,['平行线的判定']
6778,['数轴上的简单平移']
6779,['多项式×多项式']
6780,['平方差公式的特点']
6781,['通分']
6782,['平行线的判定']
6783,['数字底数字母指数问题']
6784,['求一个数的算术平方根']
6785,['利用平行线间距离等证面积相等']
6786,['单项式/单项式']
6787,['整式加减的化简求值']
6788,['立方和公式应用']
6789,['简单线段计算']
6790,['不等式同解问题']
6791,['多重符号的化简']
6792,['算术平方根非负性相关计算']
6793,['有理数的混合运算']
6794,['解二元一次方程组——代入消元法']
6795,['实数简单混合运算']
6796,['整式除法——商式余式问题']
6797,['构造平行线解决平行线间折线问题']
6798,['利用三边关系求取值范围——只一边未知']
6799,['求一个数的立方根']
6800,['利用零点分段法化简绝对值']
6801,['实数的分类']
6802,['会确定抽样调查中的总体、个体、样本和样本容量']
6803,['整式加减的化简求值']
6804,['解含参的一元一次不等式']
6805,['整数因倍']
6806,['平移的性质']
6807,['完全平方公式的应用']
6808,['利用平方差公式进行计算——二项式']
6809,['一元一次方程的应用——水费、电费问题']
6810,['飞镖模型倒角']
6811,['不等式的识别']
6812,['直接换元法']
6813,['构造平行线解决平行线间折线问题']
6814,"['等差数列的性质', '等差数列的性质：角标']"
6815,['认识常见的立体图形']
6816,['直线、射线、线段的基本概念']
6817,['整式加减的化简求值']
6818,['偶次方的非负性']
6819,['(a+b+c)^2']
6820,['代数式整体思想求值']
6821,['角的度数计算']
6822,['会求一组数的中位数']
6823,['基本经济概念']
6824,['等差数列的求和公式']
6825,['多次全等']
6826,['分数拆分']
6827,['会确定抽样调查中的总体、个体、样本和样本容量']
6828,['等腰三角形三线合一']
6829,['加权平均数的应用']
6830,['数轴上点的距离']
6831,['超常-不定方程']
6832,['二元一次方程组解的情况']
6833,['一般三角形全等的判定法则']
6834,['用同角（等角）的补角或余角相等']
6835,['借助数轴化简绝对值']
6836,['利用零点分段法化简绝对值']
6837,['倍长中线']
6838,['分数裂差']
6839,['同解方程组']
6840,['新定义型题目——定义新运算']
6841,['平行线的性质']
6842,['平行线的性质与判定']
6843,['分数裂差']
6844,['实数简单混合运算']
6845,['根据不等关系列不等式']
6846,['多重符号的化简']
6847,['整式除法——商式余式问题']
6848,['实数比较大小——直接估算法']
6849,['对顶角相等相关计算']
6850,['两坐标轴夹角平分线上点的坐标特征']
6851,['点到直线的距离']
6852,['三角形角分线、中线、高线的定义']
6853,['一元一次方程的应用——行程追及问题']
6854,['会确定抽样调查中的总体、个体、样本和样本容量']
6855,['一元一次方程的应用——工程问题']
6856,['利用题设条件化简绝对值']
6857,['角分线的定义']
6858,['图形的规律']
6859,['三角形三边关系']
6860,['一元一次不等式的整数解问题']
6861,['数列的规律']
6862,['调查收集数据的过程与方法']
6863,['手拉手模型']
6864,['实数简单混合运算']
6865,['余角与补角的定义与简单计算']
6866,['角平分线的性质——与全等综合']
6867,['完全平方公式的应用']
6868,['角的度数计算']
6869,['一般三角形全等的判定法则']
6870,['线段计算的分类讨论问题']
6871,['全等性质综合']
6872,['简单线段计算']
6873,['点的对称——关于y轴']
6874,['等比数列的性质']
6875,['正余弦定理综合应用']
6876,['因式分解的概念']
6877,['分数裂和']
6878,['一元一次方程的应用——水费、电费问题']
6879,['求一个数的绝对值']
6880,['古典概型']
6881,['根据二元一次方程的定义求参数']
6882,['图形的规律']
6883,['会确定抽样调查中的总体、个体、样本和样本容量']
6884,['对顶角相等相关计算']
6885,['判断哪些调查适用抽样调查或全面调查']
6886,['全等性质综合']
6887,['绝对值的代数意义']
6888,['一元一次不等式（组）的实际应用']
6889,['根据不等式组的解集求参数']
6890,['图形的平移']
6891,['通过多项式的项、项数、次数求参数']
6892,['绝对值的代数意义']
6893,['与几何综合相关的规律']
6894,['借助数轴化简绝对值']
6895,['超常-不定方程']
6896,['解多个单层绝对值方程']
6897,['完全平方公式变形的应用']
6898,['截长补短']
6899,['算式的规律']
6900,['直线、射线、线段的基本概念']
6901,['平方差公式的特点']
6902,['程序类问题']
6903,['不等式的基本性质和变形']
6904,['区分真假命题']
6905,['根据坐标描点、根据点写坐标']
6906,['剪纸展开图']
6907,['解一元一次不等式组']
6908,['分式裂项']
6909,['数列的规律']
6910,['数轴上的简单平移']
6911,['平行线的判定']
6912,['求一个数的立方根']
6913,['单项式×单项式']
6914,['根据不等式的解的情况求参数（有解，无解，任意实数解）']
6915,['正弦定理']
6916,['等比数列的求和公式']
6917,['点到y=m或x=n的距离']
6918,['求一个数的平方根']
6919,['不等式的基本性质和变形']
6920,['多次相遇']
6921,['数表的规律']
6922,['统计图综合']
6923,['平行线的性质']
6924,['多项式/单项式']
6925,['平行线的判定']
6926,['点到直线的距离']
6927,['平行线的性质']
6928,['利用平方差公式进行计算——二项式']
6929,['一般三角形全等的判定法则']
6930,['程序类问题']
6931,['一般三角形全等的判定法则']
6932,['含参一元一次方程的同解问题']
6933,['算术平方根非负性相关计算']
6934,['截一个几何体']
6935,['单层单个绝对值的']
6936,['平行线的性质']
6937,['一元一次方程的应用——方案选择问题']
6938,['有理数的运算技巧——分组搭配']
6939,['平方差公式的几何背景']
6940,['实数的分类']
6941,['等腰三角形的基本概念']
6942,['约分——分子分母为多项式']
6943,['程序类问题']
6944,['超常-奇数和偶数']
6945,['等差数列的求和公式']
6946,['倍长中线']
6947,['根据三视图计算立方体的个数']
6948,['火车过桥']
6949,['点到直线的距离']
6950,['含参一元一次方程的整数解问题']
6951,['利用三角形的面积公式求面积']
6952,['分式的混合运算']
6953,['构造平行线解决平行线间折线问题']
6954,['利用题设条件化简绝对值']
6955,['一元一次方程的应用——行程追及问题']
6956,['解多元一次方程组']
6957,['平行线的性质']
6958,['对顶角相等相关计算']
6959,['列代数式']
6960,['算术平方根非负性相关计算']
6961,['两坐标轴夹角平分线上点的坐标特征']
6962,['基本追及问题']
6963,['完全平方公式变形的应用']
6964,['三角形的分类']
6965,['数轴的认识与定义']
6966,['单项式×单项式']
6967,['内外角分线有关的三个模型']
6968,['尾数系整除特征']
6969,['解多重绝对值方程']
6970,['整式的恒等变形——降次思想化简']
6971,['列代数式']
6972,['有理数的加减混合运算']
6973,['一元一次方程的应用——水费、电费问题']
6974,['一元一次方程的应用——水费、电费问题']
6975,['有理数的分类']
6976,['截长补短']
6977,['整式的恒等变形——整体思想']
6978,['利用等边对等角解题']
6979,['尾数系整除特征']
6980,['三角形的稳定性与实际问题']
6981,['利用不等式性质比较大小']
6982,['数轴上的简单平移']
6983,['角的概念与识别']
6984,['幂的混合运算']
6985,['利用题设条件化简绝对值']
6986,['利用一元一次方程定义求参数取值']
6987,['完全平方公式的应用']
6988,['正方体的展开图']
6989,['解三元一次方程组']
6990,['剪纸展开图']
6991,['角的概念与识别']
6992,['利用平方差公式进行计算——二项式']
6993,['数列的规律']
6994,['等比数列的性质']
6995,['点到坐标轴的距离']
6996,['等差数列的性质：角标']
6997,['利用不等式性质比较大小']
6998,['实数与数轴']
6999,['完全平方公式的应用']
7000,['去括号']
7001,['因式分解的概念']
7002,['有理数的乘法——多个数相乘']
7003,['平方差公式的应用']
7004,['移项、合并、系数化为1的']
7005,['解一元一次不等式组']
7006,['幂的混合运算']
7007,['一元一次不等式（组）的实际应用']
7008,['根据立体图形识别三视图']
7009,['会根据扇形统计图进行计算']
7010,['图形的平移']
7011,['求一个数的平方根']
7012,['三角形内角和定理综合']
7013,['分数裂差']
7014,['利用题设条件化简绝对值']
7015,['图形的平移']
7016,['角的度数计算']
7017,['随机抽样方法']
7018,['一元一次不等式的识别']
7019,['等式的基本性质']
7020,['一元一次不等式（组）的实际应用']
7021,['不定方程的整数解']
7022,['解三元一次方程组']
7023,['各象限点的坐标特征']
7024,['一元一次方程的应用——行程追及问题']
7025,['实数与数轴']
7026,['多项式/单项式']
7027,['分式有、无意义的条件']
7028,['认识常见的立体图形']
7029,['根据三视图计算立方体的个数']
7030,['利润率问题']
7031,['“8”字模型倒角']
7032,['直线、射线和线段数条数计数']
7033,['等腰三角形三线合一']
7034,['二元一次方程的解']
7035,['根据不等式的解集求参数']
7036,['小升初衔接']
7037,['根据三视图计算立体图形表面积和体积']
7038,['图形的平移']
7039,['构造平行线解决平行线间折线问题']
7040,['绝对值的非负性']
7041,['利用中线平分面积解题']
7042,['利用平方差公式进行计算——二项式']
7043,['整式的恒等变形——降次思想化简']
7044,['借助数轴化简绝对值']
7045,['实数的识别']
7046,['平方差公式的特点']
7047,['常量与变量']
7048,['利用题设条件化简绝对值']
7049,['多项式/单项式']
7050,['五项式分组分解']
7051,['利用一元一次方程定义求参数取值']
7052,['借助数轴化简绝对值']
7053,['特殊的三元一次方程组求法——叠加法']
7054,['列代数式']
7055,['超常-染色问题']
7056,['含比例的三元一次方程组']
7057,['超常-染色问题']
7058,['利用平方差公式进行计算——二项式']
7059,['平方差公式的特点']
7060,['直接整式的加减']
7061,['角的概念与识别']
7062,['实数与数轴']
7063,['实数的识别']
7064,['利用数轴比较大小']
7065,['角的度数计算']
7066,['有理数的运算技巧——倒序相加/错位相减']
7067,['一元一次方程的应用——销售问题']
7068,['有关线段中点的计算']
7069,['含参一元一次方程解的情况']
7070,['解一元一次不等式组']
7071,['等差数列的求和公式']
7072,['方程的识别']
7073,['去括号']
7074,['超常-质数与合数']
7075,['利用题设条件化简绝对值']
7076,['平行线的判定']
7077,['不等式的识别']
7078,['会求一组数的中位数']
7079,['数列的规律']
7080,['幂的混合运算']
7081,['认识常见的立体图形']
7082,['有理数的加法——同号两数相加']
7083,['平面直角坐标系中的面积']
7084,['平行线的性质']
7085,['等边三角形的性质']
7086,['用平方差公式分解因式——二项式的']
7087,['点的对称——关于任意点']
7088,['数字底数字母指数问题']
7089,['直接换元法']
7090,['借助数轴化简绝对值']
7091,['剪纸展开图']
7092,['用方程描述实际问题中的相等关系']
7093,['算式的规律']
7094,['对顶角计数']
7095,['一元一次方程的应用——日历问题']
7096,['会求一组数的中位数']
7097,['平行线的判定']
7098,['绝对值的几何意义']
7099,['借助数轴化简绝对值']
7100,['特殊的三元一次方程组求法——叠加法']
7101,['全等性质综合']
7102,['巧解一元一次方程']
7103,['根据不等式的整数解求参数']
7104,['一元一次不等式（组）的实际应用']
7105,['多项式×多项式']
7106,['一元一次不等式组的解集']
7107,['统计数据的数字特征']
7108,['科学记数法——表示较大的数']
7109,['各象限点的坐标特征']
7110,['构造平行线解决平行线间折线问题']
7111,['超常-整数的整除性']
7112,['根据不等式组的解集求参数']
7113,['含比例的三元一次方程组']
7114,['求一个数的平方根']
7115,['一元一次方程的应用——基本应用题']
7116,['绝对值的非负性']
7117,['多项式/单项式']
7118,['多项式×多项式']
7119,['求解一元一次不等式']
7120,['利用零点分段法化简绝对值']
7121,['简单线段计算']
7122,['古典概型']
7123,['算术平方根非负性相关计算']
7124,['乘方的计算']
7125,['余角与补角的定义与简单计算']
7126,['求一个数的平方根']
7127,['简单线段计算']
7128,['正负数的意义与表示']
7129,['利用题设条件化简绝对值']
7130,['超常-奇数和偶数']
7131,['常量与变量']
7132,['一元一次方程的应用——几何问题']
7133,['含参一元一次方程的同解问题']
7134,['点的平移——左右平移']
7135,['解多元一次方程组']
7136,['单项式×多项式']
7137,['根据立体图形识别三视图']
7138,['余弦定理']
7139,['绝对值的代数意义']
7140,['直线、射线和线段数条数计数']
7141,['在数轴上表示不等式的解集']
7142,['用提公因式法分解因式']
7143,['一元一次不等式的整数解问题']
7144,['一般三角形全等的判定法则']
7145,['三角形中线相关计算']
7146,['根据三视图计算立方体的个数']
7147,['数列的规律']
7148,['三角形的稳定性与实际问题']
7149,['数轴上的简单平移']
7150,['利用题设条件化简绝对值']
7151,['平方差公式的几何背景']
7152,['一元一次不等式（组）的实际应用']
7153,['各象限点的坐标特征']
7154,['角分线的定义']
7155,['根据三视图计算立方体的个数']
7156,['用提公因式法分解因式']
7157,['统计数据的数字特征']
7158,['三角函数图象性质']
7159,['和系整除特征']
7160,['解三元一次方程组']
7161,['乘方的意义与表示']
7162,['完全平方公式的计算——整式的']
7163,['二元一次方程组的实际应用——和差倍分问题']
7164,['通项公式与递推公式']
7165,['绝对值的非负性']
7166,['求一个数的绝对值']
7167,['(a+b+c)^2']
7168,['三角形内角和定理综合']
7169,['整式的恒等变形——整体思想']
7170,['图形的规律']
7171,['根据坐标描点、根据点写坐标']
7172,['利用题设条件化简绝对值']
7173,['等腰三角形三线合一']
7174,['含参一元一次方程的同解问题']
7175,['特殊的三元一次方程组求法——叠加法']
7176,['多重符号的化简']
7177,['平行线的性质与判定']
7178,['倍长中线']
7179,['解多元一次方程组']
7180,['有理数的加减混合运算']
7181,['对顶角相等相关计算']
7182,['对顶角相等相关计算']
7183,['构造平行线解决平行线间折线问题']
7184,['解多元一次方程组']
7185,['等差数列通项公式']
7186,['根据不等关系列不等式']
7187,['同位角、内错角、同旁内角的识别']
7188,['和系整除特征']
7189,['立方和公式应用']
7190,['等边三角形的性质']
7191,['添拆项法与公式法']
7192,['实数的识别']
7193,['二次项系数为+1的十字相乘法']
7194,['平行线的判定']
7195,['超常-不定方程']
7196,['剪纸展开图']
7197,['根据不等式的解集求参数']
7198,['绝对值的非负性']
7199,['平方差公式的特点']
7200,['整数因倍']
7201,['最简分式的识别']
7202,['与直方图相关的计算应用']
7203,['会根据三视图判断立体图形形状']
7204,['一元一次方程的应用——几何问题']
7205,['三角形的稳定性与实际问题']
7206,['直方图']
7207,['分小四则运算']
7208,['利用一元一次方程定义求参数取值']
7209,['角的单位（度分秒）换算']
7210,['解三元一次方程组']
7211,['简单线段计算']
7212,['有理数的运算技巧——倒序相加/错位相减']
7213,['五项式分组分解']
7214,['多项式×多项式']
7215,['方程的识别']
7216,['方向角问题']
7217,['因式分解的概念']
7218,['三角形有关的角']
7219,['算式的规律']
7220,['平行线的判定']
7221,['解二元一次方程组——系数轮换']
7222,['在数轴上表示不等式的解集']
7223,['解含参的一元一次不等式']
7224,['通过整式取值与系数的关系求参数']
7225,['解多元一次方程组']
7226,['算式的规律']
7227,['角的度数计算']
7228,['利用题设条件化简绝对值']
7229,['一元一次方程的应用——日历问题']
7230,['整式的恒等变形——配方思想']
7231,['根据折线图读取数据并计算']
7232,['含参一元一次方程解的情况']
7233,['立方和公式应用']
7234,['实数的识别']
7235,['同解方程组']
7236,['平行线的判定']
7237,['直线、射线、线段的基本概念']
7238,['根据坐标描点、根据点写坐标']
7239,['含参一元一次方程的同解问题']
7240,['五项式分组分解']
7241,['分式的识别']
7242,['利用数轴比较大小']
7243,['分数裂和']
7244,['各象限点的坐标特征']
7245,['等边三角形的性质']
7246,['常见几何体的展开图']
7247,['通项公式与递推公式']
7248,['会求一组数据的众数']
7249,['算术平方根非负性相关计算']
7250,['实数与数轴']
7251,['完全平方公式的计算——整式的']
7252,['巧解一元一次方程']
7253,['多项式×多项式']
7254,['实数比较大小——直接估算法']
7255,['解多重绝对值方程']
7256,['含参一元一次方程解的情况']
7257,['绝对值的几何意义']
7258,['逆用幂的乘方与积的乘方']
7259,['平行线的性质']
7260,['数轴上点的距离']
7261,['用同角（等角）的补角或余角相等']
7262,['绝对值的非负性']
7263,['有理数大小比较']
7264,['直接换元法']
7265,['解多个单层绝对值方程']
7266,['绝对值的几何意义']
7267,['整式的概念与识别']
7268,['等比数列的性质']
7269,['程序类问题']
7270,['借助数轴化简绝对值']
7271,['积的乘方']
7272,['一般三角形全等的判定法则']
7273,['一元一次方程的识别']
7274,['根据立体图形识别三视图']
7275,['整式加减的化简求值']
7276,['平方差公式的几何背景']
7277,['利用数轴比较大小']
7278,['一元一次不等式（组）的实际应用']
7279,['多项式×多项式']
7280,['用方程描述实际问题中的相等关系']
7281,['图形的平移']
7282,['代数式整体思想求值']
7283,['实数比较大小——直接估算法']
7284,['二元一次方程组的识别']
7285,['平行线的判定']
7286,['同位角、内错角、同旁内角的识别']
7287,['算术平方根非负性相关计算']
7288,['根据不等式的整数解求参数']
7289,['利用题设条件化简绝对值']
7290,['列代数式']
7291,['相交线的概念']
7292,['求使分式值为0的未知数的值']
7293,['绝对值的几何意义']
7294,['整式的恒等变形——整体思想']
7295,['线段计算的分类讨论问题']
7296,['认识常见的立体图形']
7297,['同位角、内错角、同旁内角的识别']
7298,['利用零点分段法化简绝对值']
7299,['向量的线性运算']
7300,['利用平方差公式进行计算——二项式']
7301,['利用题设条件化简绝对值']
7302,['两坐标轴夹角平分线上点的坐标特征']
7303,['垂线段最短']
7304,['平行于坐标轴的直线上的点的坐标特征']
7305,['有理数的运算技巧——分组搭配']
7306,['平方差公式的特点']
7307,['有理数的分类']
7308,['解二元一次方程组——加减消元法']
7309,['整式的恒等变形——配方思想']
7310,['特殊图形角度']
7311,['分式的混合运算']
7312,['完全平方公式的应用']
7313,['解含参的一元一次不等式']
7314,['根据立体图形识别三视图']
7315,['因式分解的概念']
7316,['平方差公式的特点']
7317,['统计图综合']
7318,['一元一次方程的应用——销售问题']
7319,['对顶角相等相关计算']
7320,['解含参的一元一次不等式']
7321,['三角形的稳定性与实际问题']
7322,['三垂直模型']
7323,['有理数的乘法——多个数相乘']
7324,['判断哪些调查适用抽样调查或全面调查']
7325,['利用三边关系求取值范围——只一边未知']
7326,['算术平方根非负性相关计算']
7327,['认识常见的立体图形']
7328,['正方体的展开图']
7329,['整数因倍']
7330,['各象限点的坐标特征']
7331,['利用题设条件化简绝对值']
7332,['实数比较大小——直接估算法']
7333,['角的概念与识别']
7334,['一元一次方程的应用——行程追及问题']
7335,['内外角分线有关的三个模型']
7336,['超常-不定方程']
7337,['根据坐标描点、根据点写坐标']
7338,['平行线的性质']
7339,['利用题设条件化简绝对值']
7340,['剪纸展开图']
7341,['完全平方公式的几何背景']
7342,['角的度数计算']
7343,['三角函数的图象变换']
7344,['平方差公式的特点']
7345,['根据坐标描点、根据点写坐标']
7346,['二元一次方程组的基本应用']
7347,['单项式找规律']
7348,['一元一次不等式（组）的实际应用']
7349,['用平方差公式分解因式——二项式的']
7350,['图形的规律']
7351,['方向角问题']
7352,['有理数的加减混合运算']
7353,['角的表示']
7354,['会确定抽样调查中的总体、个体、样本和样本容量']
7355,['有理数的乘法——两个数相乘']
7356,['点到直线的距离']
7357,['求一个数的算术平方根']
7358,['对顶角相等相关计算']
7359,['实数比较大小——直接估算法']
7360,['根据坐标描点、根据点写坐标']
7361,['正弦定理']
7362,['利用平方差公式进行计算——二项式']
7363,['利用三边关系求取值范围——只一边未知']
7364,['一元一次方程的应用——行程问题']
7365,['对顶角相等相关计算']
7366,['综合应用提公因式法和十字相乘法']
7367,['有理数的混合运算']
7368,['含参一元一次方程解的情况']
7369,['一元一次方程的应用——水费、电费问题']
7370,['含参一元一次方程解的情况']
7371,['数列的规律']
7372,['求一个数的平方根']
7373,['常见几何体的展开图']
7374,['平行线的性质']
7375,['等差数列通项公式']
7376,['求一个数的绝对值']
7377,['利用零点分段法化简绝对值']
7378,['含参一元一次方程的同解问题']
7379,['分小互化']
7380,['对顶角相等相关计算']
7381,['简单线段计算']
7382,['多项式/单项式']
7383,['平行线的性质']
7384,['解含参的一元一次不等式']
7385,['在数轴上表示不等式的解集']
7386,['一元一次不等式组的解集']
7387,['数轴找原点问题']
7388,"['借助数轴化简绝对值', '借助数轴化简绝对值']"
7389,['同类项的识别']
7390,['一元一次不等式（组）的实际应用']
7391,['角的单位（度分秒）换算']
7392,['含参一元一次方程解的情况']
7393,['数列的规律']
7394,['多项式×多项式']
7395,['构造平行线解决平行线间折线问题']
7396,['三角形的稳定性与实际问题']
7397,['数列的规律']
7398,['平行线的判定']
7399,['复合数字的整除特征']
7400,['利用一元一次方程定义求参数取值']
7401,['直线、射线和线段数条数计数']
7402,['与直方图相关的计算应用']
7403,['会确定抽样调查中的总体、个体、样本和样本容量']
7404,['求一个数的平方根']
7405,['与几何综合相关的规律']
7406,['等式的基本性质']
7407,['利润率问题']
7408,['通分']
7409,['利用零点分段法化简绝对值']
7410,['根据立体图形识别三视图']
7411,['与直方图相关的计算应用']
7412,['不等式的基本性质和变形']
7413,['方向角问题']
7414,['移项、合并、系数化为1的']
7415,['正弦定理']
7416,['倍长中线']
7417,['幂的乘方']
7418,['数列的规律']
7419,['统计图综合']
7420,['构造平行线解决平行线间折线问题']
7421,['利用题设条件化简绝对值']
7422,['有理数的分类']
7423,['数列的规律']
7424,['角的概念与识别']
7425,['利用题设条件化简绝对值']
7426,['科学记数法——表示较大的数']
7427,['单层单个绝对值的']
7428,['绝对值的非负性']
7429,['角的度数计算']
7430,['二元一次方程组的实际应用——方案选择问题']
7431,['方向角问题']
7432,['正方体的展开图']
7433,['利用题设条件化简绝对值']
7434,['一元一次方程的识别']
7435,['一元一次不等式组的解集']
7436,['根据二元一次方程的定义求参数']
7437,['用提公因式法分解因式']
7438,['图形的规律']
7439,['根据三视图计算立体图形表面积和体积']
7440,['实数比较大小——直接估算法']
7441,['利用题设条件化简绝对值']
7442,['解含参的一元一次不等式']
7443,['全等性质综合']
7444,['利用轴对称求线段和最小问题']
7445,['直线、射线和线段数条数计数']
7446,['根据解求一元一次方程中的参数值']
7447,['数列的规律']
7448,['数轴上的简单平移']
7449,['五项式分组分解']
7450,['利用平方差公式进行计算——二项式']
7451,['图形的平移']
7452,['数轴的认识与定义']
7453,['点到坐标轴的距离']
7454,['用平方差公式分解因式——二项式的']
7455,['一元一次不等式组的解集']
7456,['借助数轴化简绝对值']
7457,['点到直线的距离']
7458,['实数与数轴']
7459,['对顶角相等相关计算']
7460,['二元一次方程组解的情况']
7461,['直线、射线和线段数条数计数']
7462,['平行线的性质']
7463,['三角形的稳定性与实际问题']
7464,['绝对值的几何意义']
7465,['含参一元一次方程解的情况']
7466,['截一个几何体']
7467,['完全平方公式变形的应用']
7468,['利用零点分段法化简绝对值']
7469,['实数简单混合运算']
